schools,year,hhabit,parksd,medu,girl,sports,bmi,chrt
22,2032,No,5,9,Yes,No,22.56345,0
18,2035,No,5,9,No,Yes,19.223711,0
32,2032,No,3,9,Yes,Yes,23.467358,2038
33,2037,No,3,7,Yes,No,21.187714,2038
11,2036,No,7,10,Yes,No,31.944225,0
37,2039,Yes,6,12,Yes,Yes,22.415644,2036
2,2033,No,6,9,Yes,No,24.830908,2034
23,2036,No,2,15,Yes,No,24.061121,0
24,2036,No,5,9,Yes,Yes,28.465437,0
18,2038,No,5,9,No,Yes,26.815962,0
16,2035,No,3,7,Yes,No,25.724873,0
11,2033,No,7,9,Yes,Yes,31.866356,0
13,2037,No,3,19,Yes,No,26.547098,0
16,2037,No,3,11,Yes,No,34.737457,0
36,2038,Yes,3,9,No,Yes,15.715899,2036
21,2034,No,4,9,Yes,No,27.601269,0
30,2033,No,6,12,No,No,33.624619,0
35,2038,Yes,3,10,Yes,No,16.051416,2038
40,2036,Yes,4,7,Yes,No,24.086695,2036
13,2040,No,3,18,No,Yes,30.507624,0
37,2034,No,6,18,Yes,Yes,21.852091,2036
10,2037,No,6,10,Yes,No,24.094233,0
17,2034,No,6,9,Yes,Yes,29.200411,0
33,2037,No,3,9,No,No,29.523474,2038
18,2038,No,5,11,No,Yes,28.278181,0
5,2036,No,4,10,No,Yes,28.155142,0
21,2035,No,4,11,Yes,No,22.829327,0
29,2033,No,3,10,No,No,21.760338,0
14,2038,No,5,9,Yes,No,29.503895,0
35,2039,Yes,3,9,Yes,Yes,26.462481,2038
32,2037,No,3,9,No,No,34.309116,2038
5,2036,No,4,16,Yes,Yes,30.800123,0
6,2035,No,6,15,No,Yes,26.432047,0
28,2036,No,3,11,Yes,No,31.316467,0
4,2040,No,5,11,No,No,29.997728,0
33,2035,No,3,9,Yes,Yes,32.937794,2038
2,2033,No,6,15,No,Yes,25.665558,2034
29,2040,No,3,9,No,No,27.541294,0
39,2040,Yes,6,9,No,No,25.405956,2036
8,2033,No,4,13,Yes,No,27.656519,0
20,2035,No,4,9,Yes,No,28.653498,0
29,2033,No,3,9,Yes,Yes,24.30006,0
30,2040,No,6,11,Yes,Yes,24.330246,0
13,2035,No,3,9,No,Yes,27.092657,0
18,2034,No,5,12,No,Yes,28.867069,0
1,2032,No,6,9,No,No,28.313593,2034
29,2040,No,3,11,No,Yes,23.489422,0
30,2040,No,6,14,No,No,28.630264,0
16,2039,No,3,9,No,No,23.205776,0
32,2032,No,3,9,No,Yes,22.525545,2038
15,2037,No,5,9,No,No,23.132723,0
8,2040,No,4,7,Yes,Yes,33.097771,0
24,2040,No,5,9,Yes,Yes,30.941381,0
10,2035,No,6,9,Yes,No,33.276318,0
18,2035,No,5,9,No,Yes,16.547283,0
29,2034,No,3,12,No,Yes,27.930933,0
18,2037,No,5,12,No,No,30.973343,0
14,2039,No,5,12,No,No,28.732374,0
20,2038,No,4,9,No,No,28.068853,0
40,2040,Yes,4,9,Yes,Yes,32.771515,2036
7,2040,No,5,8,No,Yes,19.5893,0
21,2040,No,4,9,Yes,Yes,20.71792,0
35,2040,Yes,3,15,No,Yes,28.216614,2038
9,2035,No,3,12,Yes,Yes,30.006222,0
22,2035,No,5,9,Yes,Yes,21.922306,0
3,2038,Yes,5,7,No,No,19.365101,2034
34,2032,No,3,9,No,Yes,22.645321,2038
29,2039,No,3,10,No,No,29.24246,0
23,2040,No,2,9,Yes,Yes,22.678658,0
9,2032,No,3,9,Yes,No,36.796402,0
28,2037,No,3,8,Yes,Yes,21.188881,0
10,2033,No,6,9,Yes,Yes,36.202038,0
38,2037,Yes,7,8,Yes,No,20.246019,2036
27,2038,No,6,9,No,No,34.741314,0
15,2035,No,5,9,No,Yes,21.217699,0
30,2035,No,6,11,Yes,Yes,24.911303,0
17,2040,No,6,11,No,No,29.186171,0
21,2032,No,4,10,No,Yes,29.995207,0
7,2037,No,5,16,No,No,16.803364,0
18,2035,No,5,13,No,Yes,28.874599,0
1,2035,Yes,6,9,No,Yes,24.482433,2034
38,2037,Yes,7,11,No,Yes,20.718517,2036
18,2038,No,5,11,No,Yes,27.549728,0
31,2034,No,3,10,Yes,No,32.910275,2038
19,2037,No,5,8,Yes,Yes,29.348925,0
9,2035,No,3,9,Yes,Yes,25.758461,0
34,2032,No,3,9,No,Yes,22.94104,2038
30,2038,No,6,11,No,Yes,18.114641,0
10,2034,No,6,19,No,Yes,19.460127,0
9,2040,No,3,9,Yes,Yes,24.791561,0
4,2034,No,5,19,Yes,Yes,19.232723,0
10,2038,No,6,9,Yes,Yes,31.625437,0
25,2039,No,5,9,No,No,20.466343,0
10,2033,No,6,9,Yes,Yes,18.608809,0
7,2034,No,5,16,No,Yes,30.992264,0
26,2034,No,4,19,Yes,Yes,28.201874,0
35,2040,Yes,3,17,Yes,Yes,19.507711,2038
38,2037,Yes,7,10,No,Yes,13.203897,2036
24,2040,No,5,10,No,Yes,24.846621,0
14,2039,No,5,7,Yes,No,23.708141,0
28,2037,No,3,7,Yes,Yes,25.422405,0
30,2035,No,6,7,Yes,Yes,25.37962,0
11,2035,No,7,12,No,Yes,18.092125,0
32,2040,Yes,3,9,Yes,Yes,25.903502,2038
20,2038,No,4,8,Yes,No,22.758656,0
39,2032,No,6,10,No,No,23.457951,2036
26,2037,No,4,10,Yes,Yes,29.233482,0
24,2040,No,5,9,Yes,No,32.418461,0
4,2039,No,5,12,Yes,Yes,23.458841,0
37,2032,No,6,12,No,Yes,25.749447,2036
3,2036,Yes,5,9,Yes,Yes,24.645929,2034
13,2038,No,3,8,No,No,23.679474,0
25,2032,No,5,12,No,Yes,26.518181,0
29,2033,No,3,8,No,No,32.694344,0
10,2034,No,6,11,Yes,No,33.427902,0
3,2036,Yes,5,9,No,Yes,17.944252,2034
1,2036,Yes,6,9,Yes,Yes,28.853039,2034
26,2037,No,4,15,No,Yes,26.899599,0
19,2037,No,5,10,Yes,No,23.018356,0
40,2036,Yes,4,9,No,Yes,14.572382,2036
33,2033,No,3,11,Yes,Yes,25.029564,2038
38,2040,Yes,7,15,Yes,Yes,26.382269,2036
5,2032,No,4,9,Yes,Yes,34.66288,0
21,2039,No,4,9,No,No,22.114761,0
36,2032,No,3,9,No,Yes,31.860191,2036
34,2040,Yes,3,7,No,Yes,29.619934,2038
13,2036,No,3,9,Yes,Yes,31.273346,0
39,2040,Yes,6,10,Yes,Yes,33.329807,2036
19,2037,No,5,9,Yes,Yes,27.704851,0
10,2038,No,6,13,Yes,No,28.745304,0
6,2039,No,6,9,No,No,25.878546,0
8,2038,No,4,7,Yes,No,24.449663,0
25,2040,No,5,9,Yes,Yes,25.371817,0
39,2033,No,6,7,Yes,Yes,30.760332,2036
37,2035,No,6,9,Yes,Yes,24.497585,2036
10,2033,No,6,9,No,Yes,30.645313,0
40,2039,Yes,4,9,No,Yes,29.645304,2036
16,2038,No,3,10,Yes,Yes,36.52898,0
31,2032,No,3,9,Yes,No,18.743856,2038
27,2032,No,6,9,Yes,No,32.882153,0
28,2037,No,3,11,Yes,Yes,29.17305,0
18,2036,No,5,9,No,No,19.345007,0
27,2034,No,6,7,No,No,32.516888,0
4,2034,No,5,12,Yes,No,31.948929,0
16,2032,No,3,7,No,No,22.994085,0
35,2039,Yes,3,12,No,Yes,16.742495,2038
24,2038,No,5,0,No,No,34.231747,0
32,2039,Yes,3,11,Yes,Yes,28.009064,2038
36,2033,No,3,7,No,No,28.925646,2036
12,2034,No,5,12,No,Yes,23.177238,0
30,2038,No,6,7,Yes,Yes,32.041397,0
19,2033,No,5,8,Yes,Yes,23.212706,0
31,2039,Yes,3,8,Yes,Yes,24.239683,2038
39,2038,Yes,6,9,Yes,Yes,24.626467,2036
3,2036,Yes,5,9,No,No,30.603832,2034
31,2038,Yes,3,9,No,No,27.61491,2038
12,2034,No,5,9,Yes,Yes,16.337666,0
9,2035,No,3,0,No,Yes,18.616117,0
9,2037,No,3,9,Yes,Yes,34.612503,0
37,2032,No,6,9,Yes,No,29.884995,2036
26,2034,No,4,9,Yes,Yes,20.664461,0
7,2032,No,5,9,No,Yes,20.790306,0
17,2040,No,6,12,Yes,Yes,27.247158,0
40,2037,Yes,4,9,Yes,Yes,20.906683,2036
34,2035,No,3,9,No,Yes,34.24292,2038
6,2037,No,6,10,Yes,Yes,22.717802,0
26,2034,No,4,9,Yes,Yes,30.083071,0
18,2034,No,5,9,No,No,30.88496,0
40,2038,Yes,4,19,No,Yes,21.822798,2036
17,2040,No,6,9,No,Yes,29.978409,0
7,2040,No,5,9,No,Yes,21.178106,0
6,2032,No,6,11,No,No,29.570171,0
6,2035,No,6,9,Yes,Yes,29.490217,0
25,2034,No,5,9,No,Yes,33.011047,0
26,2034,No,4,9,No,Yes,20.227848,0
27,2035,No,6,9,Yes,Yes,24.581154,0
28,2037,No,3,9,Yes,No,23.943708,0
25,2040,No,5,11,No,Yes,20.468761,0
7,2040,No,5,11,No,Yes,29.278784,0
15,2033,No,5,9,Yes,No,34.009636,0
23,2039,No,2,9,No,No,22.106569,0
19,2040,No,5,16,Yes,Yes,22.801163,0
3,2036,Yes,5,9,Yes,Yes,21.604406,2034
31,2034,No,3,11,Yes,Yes,21.68125,2038
19,2034,No,5,9,Yes,No,26.71031,0
6,2038,No,6,11,No,No,29.834232,0
11,2035,No,7,8,No,Yes,24.173435,0
8,2039,No,4,9,Yes,Yes,31.154013,0
26,2035,No,4,14,No,No,29.581898,0
32,2032,No,3,8,No,No,23.353441,2038
19,2035,No,5,8,No,No,26.452864,0
32,2033,No,3,10,Yes,Yes,21.823866,2038
23,2032,No,2,15,Yes,Yes,23.25588,0
16,2039,No,3,9,No,Yes,28.068426,0
5,2037,No,4,12,No,Yes,18.13031,0
20,2037,No,4,10,Yes,Yes,25.651907,0
5,2033,No,4,9,Yes,Yes,23.421818,0
20,2037,No,4,9,No,No,20.7064,0
15,2033,No,5,18,Yes,Yes,23.750919,0
7,2036,No,5,9,Yes,Yes,33.624794,0
6,2038,No,6,10,Yes,No,30.903044,0
1,2035,Yes,6,9,Yes,No,32.698906,2034
5,2040,No,4,8,No,No,29.845882,0
18,2038,No,5,19,Yes,Yes,16.484388,0
26,2036,No,4,10,Yes,Yes,24.756836,0
15,2035,No,5,8,Yes,No,30.642305,0
18,2033,No,5,9,No,No,27.481716,0
5,2040,No,4,9,Yes,No,32.005371,0
6,2040,No,6,9,Yes,Yes,18.361406,0
14,2036,No,5,10,No,Yes,18.936804,0
7,2035,No,5,9,No,Yes,24.830521,0
25,2038,No,5,0,No,No,30.702438,0
39,2037,Yes,6,9,Yes,Yes,27.81703,2036
1,2033,No,6,10,No,Yes,28.181936,2034
31,2039,Yes,3,8,No,Yes,26.882896,2038
8,2038,No,4,10,No,No,28.217735,0
26,2039,No,4,10,No,No,20.44665,0
29,2034,No,3,9,No,Yes,26.528051,0
7,2034,No,5,8,No,Yes,19.767466,0
17,2035,No,6,9,Yes,No,21.827328,0
26,2040,No,4,11,No,Yes,21.328737,0
35,2037,No,3,10,No,No,23.178038,2038
14,2036,No,5,9,No,Yes,25.0193,0
26,2040,No,4,9,No,No,23.494392,0
21,2034,No,4,0,No,No,34.327835,0
2,2032,No,6,7,No,Yes,31.907469,2034
6,2032,No,6,9,Yes,No,20.182144,0
21,2037,No,4,9,No,Yes,17.481653,0
14,2032,No,5,7,No,No,27.070213,0
22,2035,No,5,9,Yes,No,25.23678,0
39,2034,No,6,11,No,Yes,25.70771,2036
6,2034,No,6,9,Yes,Yes,22.877384,0
32,2033,No,3,12,No,Yes,30.734592,2038
26,2038,No,4,12,No,Yes,18.815956,0
17,2038,No,6,13,No,Yes,19.582821,0
2,2036,Yes,6,12,Yes,Yes,23.307959,2034
21,2040,No,4,9,No,No,32.692612,0
1,2034,Yes,6,10,Yes,No,24.563913,2034
40,2032,No,4,8,No,Yes,29.190784,2036
10,2039,No,6,12,Yes,No,23.669609,0
38,2038,Yes,7,8,No,Yes,29.191067,2036
23,2032,No,2,13,No,Yes,27.849878,0
28,2035,No,3,11,Yes,No,21.199915,0
19,2034,No,5,11,Yes,No,24.465395,0
30,2039,No,6,9,No,Yes,25.359745,0
38,2032,No,7,12,Yes,Yes,31.272537,2036
3,2033,No,5,12,No,Yes,24.244999,2034
7,2035,No,5,18,Yes,No,21.322369,0
27,2032,No,6,13,Yes,Yes,21.011122,0
25,2039,No,5,9,No,No,21.665207,0
2,2040,Yes,6,9,No,Yes,27.451004,2034
40,2034,No,4,8,Yes,Yes,36.916943,2036
31,2033,No,3,10,No,Yes,24.162714,2038
20,2038,No,4,9,No,Yes,24.756744,0
19,2037,No,5,9,Yes,No,32.799381,0
4,2036,No,5,10,No,No,31.215282,0
27,2039,No,6,10,Yes,Yes,31.38047,0
23,2036,No,2,10,Yes,Yes,15.786914,0
12,2033,No,5,9,No,Yes,30.481979,0
39,2039,Yes,6,10,Yes,Yes,27.41608,2036
14,2037,No,5,9,Yes,Yes,22.83235,0
31,2036,No,3,9,No,Yes,26.061609,2038
1,2035,Yes,6,13,Yes,No,19.985296,2034
1,2040,Yes,6,18,No,Yes,24.406717,2034
19,2038,No,5,12,No,No,24.097919,0
15,2037,No,5,15,Yes,Yes,17.675076,0
4,2033,No,5,18,No,Yes,20.981855,0
33,2036,No,3,10,Yes,Yes,22.050301,2038
5,2034,No,4,12,Yes,No,31.791235,0
23,2033,No,2,8,No,Yes,24.014931,0
20,2032,No,4,8,Yes,Yes,25.739902,0
5,2032,No,4,12,Yes,Yes,20.855005,0
18,2034,No,5,12,Yes,No,28.517326,0
26,2032,No,4,10,No,No,25.852646,0
35,2035,No,3,12,Yes,No,23.988056,2038
2,2034,Yes,6,12,Yes,Yes,23.628433,2034
37,2038,Yes,6,11,Yes,Yes,20.39724,2036
15,2032,No,5,13,Yes,Yes,23.355947,0
11,2038,No,7,9,Yes,Yes,23.052633,0
40,2036,Yes,4,0,No,No,24.418673,2036
14,2034,No,5,11,Yes,No,28.196285,0
39,2033,No,6,9,No,Yes,22.758654,2036
26,2038,No,4,8,No,Yes,26.205381,0
16,2040,No,3,9,Yes,Yes,31.26362,0
11,2038,No,7,8,No,Yes,27.750984,0
32,2035,No,3,11,No,Yes,32.656818,2038
22,2033,No,5,11,No,Yes,30.551424,0
17,2036,No,6,11,Yes,No,21.715448,0
17,2040,No,6,11,No,Yes,22.852451,0
33,2037,No,3,9,No,Yes,17.994524,2038
19,2034,No,5,9,No,Yes,16.568523,0
10,2033,No,6,8,No,Yes,18.349792,0
9,2038,No,3,8,Yes,Yes,21.007248,0
34,2038,Yes,3,10,Yes,No,17.41468,2038
8,2038,No,4,9,Yes,No,28.426336,0
4,2038,No,5,10,No,Yes,22.334251,0
8,2034,No,4,8,No,No,30.624334,0
40,2034,No,4,9,Yes,Yes,20.474829,2036
7,2033,No,5,17,No,Yes,27.553749,0
31,2034,No,3,18,Yes,Yes,20.603132,2038
13,2035,No,3,10,No,Yes,27.511162,0
26,2033,No,4,9,No,Yes,24.482668,0
33,2038,Yes,3,11,Yes,No,17.917902,2038
2,2036,Yes,6,12,Yes,Yes,25.676395,2034
29,2038,No,3,12,Yes,No,20.058311,0
3,2033,No,5,9,Yes,No,31.951902,2034
38,2034,No,7,9,Yes,No,32.592991,2036
5,2032,No,4,7,No,Yes,32.762207,0
32,2033,No,3,9,No,Yes,19.743055,2038
34,2040,Yes,3,9,Yes,Yes,22.377926,2038
19,2038,No,5,10,No,Yes,21.30752,0
1,2040,Yes,6,9,Yes,Yes,23.064131,2034
30,2038,No,6,9,No,No,26.375181,0
27,2036,No,6,12,No,No,27.322933,0
34,2033,No,3,13,Yes,Yes,22.129938,2038
4,2039,No,5,8,Yes,No,32.158623,0
21,2035,No,4,7,No,No,18.112562,0
10,2034,No,6,8,Yes,Yes,24.172276,0
4,2038,No,5,10,Yes,Yes,17.356998,0
4,2036,No,5,9,Yes,Yes,25.935438,0
30,2034,No,6,18,No,Yes,31.965193,0
34,2040,Yes,3,1,Yes,No,26.160143,2038
12,2034,No,5,9,Yes,No,25.99777,0
7,2034,No,5,9,No,Yes,17.930441,0
22,2035,No,5,12,Yes,Yes,21.350098,0
12,2040,No,5,12,Yes,No,24.443115,0
35,2039,Yes,3,8,Yes,No,35.060814,2038
16,2039,No,3,10,Yes,No,31.787086,0
21,2039,No,4,9,No,Yes,23.128241,0
22,2033,No,5,9,Yes,Yes,19.774632,0
22,2035,No,5,12,Yes,No,27.114614,0
28,2037,No,3,9,No,No,19.040974,0
37,2036,Yes,6,9,Yes,No,25.109022,2036
10,2037,No,6,8,No,Yes,26.189177,0
20,2037,No,4,11,No,Yes,16.202332,0
8,2037,No,4,7,Yes,Yes,25.337917,0
16,2039,No,3,9,No,Yes,32.484184,0
33,2035,No,3,9,Yes,Yes,23.420635,2038
9,2032,No,3,10,Yes,Yes,26.052525,0
13,2040,No,3,10,No,Yes,30.317842,0
6,2033,No,6,9,No,Yes,24.800602,0
29,2034,No,3,14,No,Yes,17.763754,0
12,2033,No,5,9,Yes,Yes,27.767365,0
25,2034,No,5,17,Yes,Yes,30.545145,0
19,2036,No,5,9,No,Yes,28.554178,0
32,2034,No,3,12,Yes,No,26.033398,2038
36,2038,Yes,3,9,No,No,19.084259,2036
27,2034,No,6,9,No,No,30.922579,0
34,2032,No,3,10,No,Yes,20.487665,2038
21,2037,No,4,9,Yes,Yes,25.166504,0
40,2038,Yes,4,11,No,Yes,21.935802,2036
30,2036,No,6,11,Yes,Yes,21.49494,0
25,2037,No,5,10,Yes,Yes,27.1099,0
17,2037,No,6,9,No,Yes,28.992474,0
4,2032,No,5,10,Yes,Yes,28.499205,0
33,2035,No,3,10,No,Yes,30.014605,2038
1,2040,Yes,6,8,No,Yes,29.282568,2034
8,2032,No,4,16,No,Yes,20.425167,0
28,2034,No,3,7,No,No,30.422199,0
11,2033,No,7,8,Yes,Yes,21.526827,0
18,2032,No,5,7,Yes,Yes,29.888777,0
7,2039,No,5,9,No,Yes,23.176428,0
1,2037,Yes,6,9,Yes,Yes,26.929598,2034
7,2040,No,5,9,No,Yes,18.441904,0
40,2038,Yes,4,8,Yes,Yes,26.248184,2036
38,2040,Yes,7,7,No,Yes,29.43825,2036
32,2038,Yes,3,10,Yes,Yes,27.195795,2038
17,2032,No,6,12,No,No,23.669132,0
16,2037,No,3,8,No,No,22.407856,0
8,2034,No,4,7,No,No,31.643524,0
18,2035,No,5,19,No,Yes,20.77039,0
5,2036,No,4,11,Yes,No,18.941042,0
7,2035,No,5,9,Yes,Yes,21.564363,0
23,2036,No,2,13,Yes,No,26.231432,0
9,2037,No,3,11,Yes,Yes,26.368126,0
37,2037,Yes,6,9,Yes,No,22.891518,2036
38,2040,Yes,7,0,Yes,Yes,27.242718,2036
30,2037,No,6,9,No,No,32.660892,0
4,2038,No,5,9,Yes,Yes,20.074959,0
16,2039,No,3,9,No,No,32.979305,0
35,2033,No,3,9,Yes,No,32.114471,2038
17,2035,No,6,8,No,Yes,28.441565,0
30,2032,No,6,18,No,No,28.693678,0
15,2038,No,5,10,No,Yes,27.483879,0
17,2033,No,6,12,No,Yes,18.196033,0
30,2040,No,6,9,No,No,28.076336,0
7,2040,No,5,9,No,Yes,21.337746,0
15,2032,No,5,9,No,Yes,22.482779,0
17,2036,No,6,8,Yes,Yes,30.919357,0
38,2036,Yes,7,9,Yes,Yes,28.296692,2036
37,2035,No,6,9,Yes,Yes,27.303598,2036
13,2036,No,3,8,No,Yes,17.970427,0
21,2034,No,4,9,Yes,Yes,28.44523,0
13,2038,No,3,9,Yes,No,26.283991,0
28,2035,No,3,8,No,No,17.12649,0
19,2036,No,5,9,No,Yes,28.33959,0
19,2033,No,5,9,No,No,28.296543,0
20,2035,No,4,8,No,Yes,22.815519,0
16,2034,No,3,9,No,Yes,29.655914,0
35,2036,No,3,9,No,Yes,15.927217,2038
20,2036,No,4,9,Yes,Yes,21.798368,0
12,2033,No,5,7,Yes,Yes,19.845833,0
32,2034,No,3,11,Yes,Yes,22.465096,2038
35,2037,No,3,10,Yes,Yes,27.810858,2038
16,2036,No,3,10,Yes,No,29.928703,0
34,2032,No,3,9,No,Yes,29.781643,2038
23,2039,No,2,7,Yes,Yes,19.722918,0
34,2040,Yes,3,9,Yes,No,31.991854,2038
37,2036,Yes,6,9,Yes,No,26.595064,2036
29,2038,No,3,9,Yes,Yes,27.825113,0
14,2032,No,5,9,Yes,No,22.16967,0
1,2034,Yes,6,8,Yes,Yes,18.38735,2034
6,2035,No,6,9,Yes,Yes,23.73954,0
2,2033,No,6,7,Yes,No,34.638435,2034
3,2032,No,5,10,No,Yes,17.668444,2034
40,2039,Yes,4,9,Yes,Yes,18.967091,2036
23,2033,No,2,9,Yes,Yes,28.270903,0
11,2034,No,7,8,Yes,No,20.463678,0
26,2034,No,4,19,Yes,Yes,17.945967,0
5,2037,No,4,9,No,No,26.164099,0
39,2040,Yes,6,9,Yes,Yes,28.826845,2036
30,2033,No,6,7,No,Yes,25.357897,0
36,2039,Yes,3,13,No,Yes,19.032627,2036
31,2035,No,3,7,Yes,Yes,18.472948,2038
12,2034,No,5,12,No,No,29.159126,0
1,2038,Yes,6,10,Yes,Yes,18.56501,2034
27,2034,No,6,9,Yes,No,32.102116,0
34,2040,Yes,3,9,Yes,Yes,28.108574,2038
5,2032,No,4,9,No,Yes,22.785688,0
8,2038,No,4,14,Yes,No,24.937506,0
11,2033,No,7,7,No,No,25.324995,0
11,2036,No,7,11,No,Yes,25.083902,0
7,2032,No,5,9,No,Yes,28.391512,0
32,2036,No,3,19,Yes,Yes,24.698084,2038
40,2037,Yes,4,9,No,Yes,21.884035,2036
37,2034,No,6,9,No,Yes,31.066725,2036
2,2032,No,6,9,Yes,Yes,28.168139,2034
33,2038,Yes,3,9,No,Yes,21.753897,2038
5,2034,No,4,8,No,No,26.82551,0
6,2032,No,6,9,No,Yes,19.185249,0
5,2040,No,4,11,Yes,No,24.809958,0
26,2036,No,4,13,Yes,Yes,27.380529,0
22,2038,No,5,9,No,No,23.406242,0
19,2037,No,5,9,Yes,No,30.013626,0
3,2032,No,5,8,No,Yes,25.329002,2034
5,2035,No,4,12,No,Yes,26.784016,0
18,2032,No,5,9,No,No,23.267544,0
27,2033,No,6,9,Yes,No,20.705536,0
36,2035,No,3,10,Yes,Yes,18.673878,2036
38,2039,Yes,7,9,No,No,29.860851,2036
21,2035,No,4,10,Yes,Yes,27.6772,0
25,2039,No,5,8,Yes,No,26.216679,0
34,2037,No,3,10,Yes,Yes,32.046383,2038
35,2038,Yes,3,18,No,No,24.098974,2038
3,2038,Yes,5,11,No,Yes,10.453587,2034
1,2035,Yes,6,9,No,Yes,27.967281,2034
1,2034,Yes,6,9,No,No,18.342503,2034
20,2034,No,4,13,Yes,No,29.586359,0
8,2035,No,4,11,No,Yes,33.196026,0
17,2036,No,6,9,Yes,Yes,31.614635,0
22,2032,No,5,9,Yes,No,26.858795,0
30,2036,No,6,10,No,Yes,23.872681,0
36,2040,Yes,3,9,Yes,No,28.014702,2036
26,2035,No,4,16,No,Yes,22.605164,0
22,2038,No,5,12,No,Yes,19.421669,0
8,2037,No,4,8,Yes,Yes,18.988129,0
40,2034,No,4,7,No,Yes,20.900225,2036
3,2032,No,5,10,Yes,Yes,29.913998,2034
26,2032,No,4,9,Yes,Yes,23.89196,0
2,2033,No,6,9,No,No,30.413067,2034
26,2036,No,4,10,Yes,Yes,24.944187,0
25,2038,No,5,9,Yes,Yes,26.168079,0
9,2033,No,3,9,No,Yes,36.214905,0
1,2033,No,6,8,Yes,Yes,24.771879,2034
6,2033,No,6,9,Yes,Yes,30.988089,0
8,2039,No,4,10,No,No,24.493078,0
30,2033,No,6,12,Yes,Yes,25.071058,0
10,2039,No,6,9,No,Yes,17.302105,0
2,2037,Yes,6,7,No,No,13.651856,2034
22,2035,No,5,12,Yes,Yes,28.041328,0
40,2037,Yes,4,11,Yes,No,26.44738,2036
32,2037,No,3,10,No,Yes,17.165815,2038
25,2038,No,5,10,No,Yes,28.571142,0
1,2034,Yes,6,10,No,Yes,21.205076,2034
3,2037,Yes,5,18,No,Yes,24.70303,2034
40,2040,Yes,4,9,Yes,Yes,28.543055,2036
4,2033,No,5,9,Yes,Yes,26.204859,0
32,2034,No,3,9,No,No,29.530182,2038
35,2035,No,3,10,No,Yes,22.360437,2038
36,2032,No,3,10,Yes,Yes,29.788872,2036
9,2034,No,3,7,Yes,Yes,36.28038,0
20,2037,No,4,11,Yes,No,31.86648,0
38,2036,Yes,7,6,No,Yes,20.693121,2036
39,2038,Yes,6,9,No,No,18.165806,2036
39,2032,No,6,9,Yes,Yes,28.317574,2036
35,2034,No,3,10,Yes,No,26.364277,2038
3,2036,Yes,5,10,No,No,30.614851,2034
10,2034,No,6,0,No,Yes,20.516531,0
16,2032,No,3,8,No,Yes,21.547617,0
11,2039,No,7,8,Yes,Yes,24.192905,0
35,2039,Yes,3,9,No,Yes,28.122553,2038
7,2034,No,5,7,No,Yes,29.749907,0
18,2032,No,5,13,No,Yes,32.294464,0
25,2035,No,5,9,Yes,Yes,26.699486,0
6,2036,No,6,12,Yes,Yes,33.773056,0
33,2032,No,3,8,No,Yes,20.502817,2038
26,2040,No,4,8,Yes,Yes,27.661282,0
38,2040,Yes,7,10,No,Yes,21.777828,2036
13,2038,No,3,12,No,No,22.541452,0
36,2038,Yes,3,9,No,Yes,17.784155,2036
38,2033,No,7,12,No,No,25.917103,2036
25,2037,No,5,9,Yes,Yes,28.704073,0
20,2037,No,4,8,Yes,Yes,19.683395,0
29,2037,No,3,18,No,No,32.018024,0
5,2033,No,4,9,Yes,Yes,24.953451,0
2,2032,No,6,10,Yes,Yes,25.653873,2034
33,2040,Yes,3,9,No,Yes,29.176325,2038
6,2035,No,6,8,Yes,Yes,22.063356,0
12,2037,No,5,10,Yes,No,28.527878,0
2,2033,No,6,12,Yes,Yes,25.664356,2034
21,2039,No,4,8,No,Yes,31.757271,0
16,2033,No,3,18,No,No,26.64908,0
10,2040,No,6,9,Yes,No,35.234386,0
29,2037,No,3,11,Yes,Yes,30.841423,0
12,2039,No,5,9,Yes,Yes,28.169462,0
1,2037,Yes,6,17,No,Yes,26.241028,2034
16,2040,No,3,9,Yes,Yes,27.441671,0
12,2032,No,5,10,Yes,Yes,31.790064,0
13,2032,No,3,10,No,No,17.921257,0
2,2033,No,6,9,Yes,Yes,31.070135,2034
32,2035,No,3,12,No,Yes,27.766899,2038
38,2039,Yes,7,9,Yes,No,32.26038,2036
35,2033,No,3,10,Yes,Yes,21.490913,2038
14,2037,No,5,9,Yes,Yes,31.503197,0
17,2035,No,6,12,Yes,Yes,20.906879,0
4,2034,No,5,11,No,Yes,28.395689,0
7,2033,No,5,10,No,No,23.735725,0
34,2032,No,3,9,No,No,30.101454,2038
16,2037,No,3,11,Yes,No,33.297737,0
16,2040,No,3,8,No,Yes,29.164778,0
36,2032,No,3,13,No,Yes,23.078907,2036
33,2033,No,3,9,Yes,Yes,25.866781,2038
19,2035,No,5,9,Yes,No,31.238495,0
24,2032,No,5,9,No,Yes,26.498131,0
12,2033,No,5,8,Yes,Yes,21.989685,0
9,2040,No,3,12,Yes,No,29.280949,0
1,2034,Yes,6,19,No,Yes,29.2094,2034
24,2032,No,5,9,Yes,Yes,20.940971,0
15,2036,No,5,12,Yes,No,30.417912,0
39,2035,No,6,9,No,Yes,24.296986,2036
8,2035,No,4,9,Yes,Yes,17.048115,0
30,2040,No,6,9,No,No,17.502979,0
3,2035,Yes,5,9,No,Yes,22.048685,2034
25,2038,No,5,14,Yes,No,21.805643,0
10,2040,No,6,0,Yes,Yes,29.866844,0
27,2039,No,6,9,Yes,No,18.561359,0
5,2032,No,4,9,No,Yes,26.852613,0
29,2033,No,3,7,No,Yes,25.95821,0
7,2036,No,5,11,No,No,29.335154,0
